134,20,14,14,5,6,8,9,6,10,9,9,9,6,9,8,5,5,5,6,6,5,4,3,3
20,32,5,5,1,4,5,3,2,6,3,6,4,2,2,3,4,2,1,2,3,2,3,3,1
14,5,18,5,3,1,4,4,2,3,3,2,2,7,5,1,2,2,2,3,1,1,2,2,2
14,5,5,25,1,0,1,1,0,2,3,1,3,5,1,2,0,0,2,1,2,2,2,2,0
5,1,3,1,7,0,1,1,1,3,3,1,1,3,0,0,0,0,0,0,1,0,0,0,4
6,4,1,0,0,11,2,1,1,1,2,0,2,0,1,1,0,1,1,1,0,1,2,1,0
8,5,4,1,1,2,12,2,2,2,1,0,0,0,4,1,1,3,0,3,1,0,4,1,1
9,3,4,1,1,1,2,9,0,1,1,0,1,2,3,2,0,2,1,1,0,2,0,1,1
6,2,2,0,1,1,2,0,8,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
10,6,3,2,3,1,2,1,1,12,0,2,0,2,0,3,1,0,0,1,1,1,1,0,2
9,3,3,3,3,2,1,1,1,0,12,2,5,2,1,1,2,1,1,1,1,2,1,0,1
9,6,2,1,1,0,0,0,1,2,2,11,2,1,0,1,2,0,1,0,2,2,0,0,0
9,4,2,3,1,2,0,1,1,0,5,2,10,2,0,1,1,0,1,0,1,1,0,0,0
6,2,7,5,3,0,0,2,0,2,2,1,2,10,0,1,1,0,2,0,1,1,1,2,1
9,2,5,1,0,1,4,3,0,0,1,0,0,0,9,0,2,4,0,4,2,0,2,1,0
8,3,1,2,0,1,1,2,0,3,1,1,1,1,0,9,1,0,1,1,1,2,1,0,0
5,4,2,0,0,0,1,0,1,1,2,2,1,1,2,1,9,1,0,1,2,1,1,0,0
5,2,2,0,0,1,3,2,0,0,1,0,0,0,4,0,1,5,0,2,0,0,1,1,0
5,1,2,2,0,1,0,1,0,0,1,1,1,2,0,1,0,0,6,0,0,2,1,1,0
6,2,3,1,0,1,3,1,0,1,1,0,0,0,4,1,1,2,0,6,1,0,3,0,0
6,3,1,2,1,0,1,0,0,1,1,2,1,1,2,1,2,0,0,1,7,1,1,1,0
5,2,1,2,0,1,0,2,0,1,2,2,1,1,0,2,1,0,2,0,1,6,0,0,0
4,3,2,2,0,2,4,0,0,1,1,0,0,1,2,1,1,1,1,3,1,0,7,1,0
3,3,2,2,0,1,1,1,0,0,0,0,0,2,1,0,0,1,1,0,1,0,1,5,0
3,1,2,0,4,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
